score,tweet, 
0.0,MidtermS?😱,
0.3182,With midterms coming up in the next couple weeks make sure to stay on the grind this is a 4.0 semester,
0.0,midterms almost took me out I’m not even gonna lie.,
-0.0516,"i swear after midterms, I'll pamper myself.",
0.0,I have midterms and I have way too many other things on my mind,
0.0,Me in the next 6/7 weeks :Studying for the midterms❎Playing COD mobile✅,
0.5299,The 200 question sudy guide my teacher told us to praise had literally 5 helpful questions on the midterms. So guess who failed !! 🙃,
0.7003,Yeee my grades survived midterms ... Lmao I was dummy stressed 😁😁,
-0.7717,"fuck midterms bro, imma flex my weeb merch to these fools",
0.8553,This picture is just too cute not to post. I posted this photo exactly 1 year ago on Snapchat when I was taking midterms. This week starts my midterms and I am going into midterms with a positive mindset and ready to conquer!••••••#midterm…,
-0.3736,"I just had a panic attack while getting a smoothie today, it was so wild my dad had to come pick me up lmaoooo love that for me 🤪 midterms + hoco week amirite??",
0.6124,Y’all out here Twerking &amp; Drinking  I better see the same energy on these midterms.,
0.0,lets g midterms!!,
0.3612,I think Harry knows I have midterms today thank you @Harry_Styles ,
0.4019,sned help y do i have 5 midterms and 3 midterm papers when im taking 3 actual classes HHDHSHDHJSJD,
-0.5267,Myself jumped studying but only because midterms cried all over I'm,
0.0,Nigga really have midterms this week.. &amp; I’m not even prepared🤦🏾‍♀️,
-0.4588,Mario Kart coming out on IOS during Midterms is unfortunate timing,
0.5927,I only say this bc I did pretty bad on my first two midterms in physics 1 but got like a 96% on my final soo I can always just do that again for physics 2👀 Do I just stop studying and wing it on my exam tmrw morning? I think yes 🤪,
-0.4249,aahhh i havent been on this account in a while m sorry !!! this week was midterms for me and i was super busy!! but i'm free from college hell now so i should be more active~!,
0.0,"They tried to make me come in on my weekend off 🙅🏾‍♀️🙅🏾‍♀️ I have homework and midterms coming, see y’all Mondayyyy 😚",
0.0,Midterms week 🥴 ,
0.3612,While everyone’s on “fall break” I feel like I’m on my 4th week of midterms with more in the near future...,
0.811,the dream show and first batch of nct album pcs arrived today!!!! I’ll post pictures later; I’ve got a bunch of midterms this week so I probably won’t be able to start getting them in the mail until Saturday🥺🥺I’ll do my best to get it done asap though!! #renchenjiupdates,
0.3612,"Now that midterms are over I’m ready to get back on that running grind. Training for something, just don’t know what.",
-0.1027,meanwhile idk what i got on my midterms ..,
0.0,Lah midterms amp,
-0.5423,"Man, fuck midterms",
0.0,I need THE heaviest blanket and for everyone to go away and for my midterms to be OVER,
0.0,Midterms on my birthday 🤣,
0.128,Bruh I literally feel like I’m gonna fail midterms cause I feel like I really haven’t learned much 🤷🏽‍♀️.,
0.2732,"I have 3 midterms ( differential equations, biology and electrical circuits), a dynamics quiz in 2 chapters and a presentation for 20 marks all in week 8. Is dying an option 😭?",
0.8795,The week of college midterms and Justin is attending the yankee game tomorrow and the Giant game Sunday. Very smart decision Such a cool weekend upcoming for NY sports teams. Can’t remember the last time we had such an important set of games lined up. Very very exciting! Gonna really try to take in the moment,
0.7096,retweet for good luck this midterms ,
0.0,Why do midterms have to happen right as I get on a roll with my writing? 😭,
-0.6096,When you have to take midterms the first week It’s going to take more than hate to knock my focus off,
0.7506,Feel pretty confident with all my midterms,
0.2732,Can I get a free ticket to Ireland? I'm trying to avoid midterms.,
0.8747,"People are wondering when my winter forecast will come out. A couple things 1) I’m in college with midterms coming up, I’ll try my best to get it out by early November 2) I am improving my graphics which takes time, so please be patient 3) This winter has potential",
0.0,Midterms came so fast 🤯,
0.0,3 midterms completed today!!!biology chapter 4 (93%)biology chapter 5 (100%)freshman orientation (100%),
-0.5106,I just got sick and it’s midterms week 😔,
0.0,Midterms? Naaaaaaahhhh,
-0.1411,but these dAMN MIDTERMS DO Long neck ice cold beer never broke my heart,
-0.6705,once midterms are over u bet ur ass im gonna be stuck to my laptop swooning over bakugou,
0.0,Lord let me pass these midterms this week🙏🏾🗣,
0.4404,"My professor, @grovesprof, brought @EinsteinBros bagels to class today. I think he was trying to make us feel better before our exam. #midterms #DruryUnderground ",
0.8126,anyways i hope everyone has a good day/night i have an exam at first period tomorrow and midterms on thursday pls pray for my soul [brain] 😔✨,
-0.2846,Failed my midterms but at least they’re over with  🥳,
0.0,i’m wearing my brooke shirt and a turtleneck. power moves for my two midterms today,
0.0,Haysss. Midterms😩,
0.0,Finessed my midterms I deserve it ,
0.0,brain functionality: 0.00%patience left: 0.00%no. brain cells present: 1progress in DISS: 0.00%progress in UCSP: 0.0008%progress in KomPan: 0.002%first day midterms: -me: -,
0.0,I have 3 midterms next Wednesday....fuck me,
-0.3182,"Just a reminder of how important the midterms were:Had we not taken back the House, Devin Nunes and Jim Jordan would have been leading a fake “investigation” into Joe Biden right now.",
-0.3612,Everyone here stressing over midterms and life likeeeee ,
-0.4824,TIONG HAHAHAHAAHAHA MIDTERMS GOTCHU DOIN CRAZY @jhnnhmtiongson ,
-0.4559,This day we've all been waiting for! Midterms have me dead. Have a safe weekend everyone!😘😍 ,
0.4271,i promise im going to take care of this acc after midterms ok i will be more active hhh i hate uni :(,
0.0,FINAL PLATE FOR MIDTERMS (NA NAGLAST NG 3 WEEKS) HERE WE GO,
-0.4153,i miss saint!!!!hope he aces all his midterms!!!!!!!!!!!!!!!!!!!,
0.5719,The best naps coming when you’ve got three looming midterms,
0.0,When your assistant coach is also a Biology tutor... big week of midterms coming up for the Mules this week 📚#busstudyhall ,
0.0,Goodluck sa midterms future CPAs of CEFI ❣️,
-0.4572,So midterms are basically here and I'm so confused on how. 😭 now that's soooooooo ghetto. 🙄,
0.0,So midterms are two weeks away...,
0.9571,"grateful that my sweet dude goes around like this even after 6 days off while I was busy w midterms/dying from a plague-like cold ✌🏼 TBs are the absolute best, if you’re soft &amp; quiet with them, they take such good care of you ♥️",
-0.128,Go to rolling loud day 2 or study for these midterms 😗... that’s tough 😭,
0.7845,"Haha lmao I'm quiting inktober, midterms are here",
-0.5965,"Me rn being 2 weeks behind and midterms jn me: “i’ve got so much shit to do, it’s aII so stressfuI”also me:",
0.6369,i just realized im having some of my midterms next week love that ,
0.3612,Why couldn’t he just wait until Friday night though....... like we all have school and midterms and tests and work tomorrow,
0.7177,Midterms today uwu. Wish me luck guys!,
0.1615,Pray for us college students during midterms because we’re not okay 😭,
0.0,Hello midterms 😭🙏,
0.0,Two upper div midterms on the same day? Sheesh 🤢,
0.0,"i have 4 midterms next week, 5 assignments to finish, 2 quizzes due, and scheduled for work this weekend..i wanna d word",
0.0,this is next on my list after midterms A legendary main character 🐐 ,
0.4215,midterms are over bless,
0.6369,i’ve literally just slept all day today love that for me i deserve this after these midterms,
0.0,Midterms na AAAAAA,
0.5994,God bless our midterms 🙏🙏😁,
-0.4391,i’m so scared for my midterms . i want to just sleep,
-0.34,"The fact that I have a lab report, and two midterms this week have me stressed",
0.0,Yayyy midterms on a Sunday. ,
-0.9267,I barely work next month which is good because midterms but bad because I’ll be broke 😭 I hate this,
-0.8917,Wow...I went from having 5 crushes down to 1 and a half. Wtf. How dare they!!! And during midterms szn too?!? where am I gonna get the emotional support now wtfff😔 freaking inconsiderate bruh😔,
0.0,i have 2 midterms tomorrow. did i study?,
0.0,yikes yikes two midterms next week and I have not kept up with readings,
0.4767,Usually im stressing during midterms but i feel good now after that first exam,
0.0,ya boy got midterms back and got the highest grade in the class in management,
0.0,people all talking about midterms on campus and I think I have likeone,
-0.802,I gotta email all my teachers shit irra midterms they don't be wanna hear shit fr 🙄,
-0.891,Currently plugging my nostrils with tissues because one of y’all disgusting ferrets got me sick during midterms when my immune system is already failing me bc of the stress 👺👺,
-0.5402,"midterms are almost done, so i want to do inktober stuff ^^'' if you have ideas for 1-3 word prompts, @ me! nsfw or sfw are both okay, but i suck at drawing clothes for some reason... (not gonna draw ocs)",
-0.4767,Internally crying because of midterms,
-0.1779,midterms.... “ill resent my wife” IM DYING ,
0.5563,alright horres midterms are gonna be this week and half of next week. i’m probs gonna be inactive (now watch me be way more active than i have been). i may come back next week with a live or something idk,
-0.5994,Ohh my brain can't take it anymore... midterms are gonna be the death of me,
0.0,midterms pt2 aaaaa,
0.0,How I feel about midterms. ,
-0.7717,when i fail my midterms i’m blaming @UARK_NET,
-0.0772,sorry for my inactivity i have midterms rn 😔,
0.1027,i would rather be playing dqxi or feth but midterms exist 😔,
-0.5574,hnnnnnnnngh have to go to class in 8 minutes 😭😭😭 they should ban midterms,
0.0,Finally done all my midterms 🙌🏾,
0.4249,listening to the bubblegum kpop playlist so I dont feel sad when I have 2 midterms to study for,
0.8541,"I wanted to come so badly, but unfortunately I have midterms this whole week :) tho it would’ve been a great opportunity. #JoyForum19#صناعة_الترفيه",
0.6369,Uni is coming at me fast. I ain’t ready for all these assignments and midterms. I need a holiday,
0.9177,"Haven’t been on Twitter in a cool bit, but anyone else here just LOVE when you say no to a guy and rather than respecting your wishes they proceed to try and “change you mind”... anyway see y’all during midterms season",
0.34,motivation for midterms tomorrow🤚🏻🌞🤩 ,
0.0,Got a 94 on all my midterms 🥴🥴,
0.8481,started wearing my charm bracelet everyday so I can charm my way through midterms hahah ha ha,
0.0,"i might be inactive starting tomorrow because i need to study for our midterms so,,, i luv y'all hehe 💚 ",
-0.296,When Midterms are next week and you have no idea what's going on in class ,
0.0,why am i watching bobs burgers when i have 3 midterms in the next week,
0.8567,Got a B on my first midterm great way to start off my weekend and midterms. POSITIVE VIBES ONLY🙌🏽😭,
-0.3291,"tomorrow we have run bts, but i need to review for my midterms and finish my drawing plates :(((fuck college, i miss my moots and i dont know if someone miss me here but, i just want to interact with all of u :((( ",
0.4256,Midterms almost done. Woo 💃🏼💃🏼,
0.0,Studying for my midterms all week 📚,
0.3182,I hope this extra head that’s growing out of my forehead also has an extra brain I can use on my midterms next week. The struggle is real rignt now,
0.4939,I am done with midterms I can enjoy myself tonight,
-0.2617,Every year for the past two years I walts wonder why it’s feels familiar and weirdly freeing..my mind is always over crowded by midterms that I forget but it was two years ago today that I decided to come out to my family before my music theory class,
0.0164,"hello, midterms fucked up my sleeping sched, so i watched hello love goodbye, aNg GalinG muM 🥺",
-0.6705,I seriously can’t believe we’re already taking midterms wtf school just started,
0.0,midterms really snuck up on my ass😭,
0.0,"2 midterms outta the way, 3 more😌",
0.6908,goodmorning last day of midterms today wish me luck 🤧 ,
0.3612,spent 3 hours doing work tonight and still only got 2 lab reports half done each and I have an essay to do and an online assignment due for Sunday and 3 midterms to study for and like 3 other assignments to start working on why did I choose a dual science and education degree WHy,
0.0,Face the consequences. #notetoself #Midterms #roadtoatty,
-0.1779,I then wasted basically the whole first half of the day listening to music like I don’t have 3 midterms next week and haven’t started studying for none of them,
0.5105,Everyone got events going on but who actually HELPING YALL STUDY for midterms.... 🤔we’ll wait....👀DONT WORRY THE PALS GOT YOU COVERED‼️🙏🏾 BEAT US TO CLUB COLEMAN ON THE THIRD FLOOR THIS TUESDAY TO GET READY FOR THESE MIDTERMS 📝📚🤓SO WE CAN SET OUR HOMECOMING OUT‼️😈 ,
0.0,midterms ☑️,
0.2023,"2 midterms, 2 projects due by sunday, &amp; other assignment on top of that...... 😪😭😭",
0.0,My professor gave me an F for midterms when my grade in the class is 98.33%,
0.2169,lmao i know i havent been posting much art but ill be even less active this month bc of midterms/mailing orders and k...inktober........ posting only on my nsfw acc @hoyoungfucker 😔💦💦,
0.4753,"I’m in my first semester of college, and I have ZERO midterms! Bless the Lord🙏🏼",
-0.1027,LMFAOOO WAIT ITS MIDTERMS NAH WHAT,
-0.0516,Yall i swear dunk shot has some kind of sorcery going on. My Spanish and English midterms were so easy😳 I listened 2 DS b4 my permit test that I didn’t study for and passed a few months ago so there’s a testing tip,
-0.5423,Fuck. Midterms.,
0.5095,I’m so glad midterms are finally done and outta the way.,
0.296,Surviving on coffee and rice krispy treats this week. Must be midterms.,
-0.6213,The week after midterms is so weird bc I just spent an entire week fighting the urge to cry from stress all week and now I’m anxious bc I feel like I should be studying but there’s nothing to study for. ,
0.0,Like i have 3 midterms this week that ive told her about and ive been stressing over so she knows that I schedule my days down to the minute,
0.0,just took a 3 hour nap instead of doing stuff for my midterms tomorrow,
0.0258,Last Day of Midterms 🙌🏾 The Stress Is Over‼️ You Need a Drink and You need to have a good time... ONLY ONE OPTION😈🤫Meet Us @ Alibi @Guapo_Alonzo @SpiffyBoyDanny @DatsMyLilSpider @djluhmouse ,
0.0,"I have two midterms next week, both on the same day, back to back. Yeet.",
-0.0516,damn like fck midtermsi'm learning moonbyul's dance after it releases bc it literally is my vibe,
-0.1695,Midterms are kicking in and I am not prepared 😣,
0.7196,I just love how I have thr time to be in here without guilt bc I finished my midterms today soo woooo 🤙🏻,
0.7906,"I've decided to do #spookathon this year even though I'm swamped by midterms atm. My TBR is: The Turn of the Key by Ruth Ware, The Death of Mrs. Westaway also by Ruth Ware, and Wilder Girls by Rory Power. I probably won't finish them all, but it's fun to try anyway :)",
0.8126,"It’s really the point in the semester where people are not all there. Our admin sent an email like “eat right, here’s the counseling center, good luck on midterms” 🥴",
0.0,someone wanna take my midterms for me?,
-0.5423,fuck midterms,
0.0,last day of midterms weeks letsgeddit&gt;&lt;,
0.0,Wanna watch how high &amp; study for midterms.,
0.516,I have bangs and if anyone wants to make a crack about how my mental health must be shitty if I got bangs well I just wrote 3 midterms and it went GREAT,
0.2732,whichever god decided to give me two midterms back to back on a friday after my birthday is testing me,
0.4033,kinda want to rewatch special instead of studying for my midterms next week,
0.4588,"midterms grades are looking exactly how i want to them to, so this weekend in dallas is definitely going to be deserved 😌😊",
-0.5994,I’m looking through the materials I should be studying for my midterms and I think I wanna die,
0.0,Been back to school for .2 seconds and midterms already start next week,
0.0,Midterms and chill ahahahahaha,
-0.2748,Aaaaah midterms this week and a fumigator. I am a little stressed.,
0.0,Midterms completed. Assignments completed for the week.,
0.4201,All done with midterms I’m fucking ready for Vegas lessssgooooooo,
0.0,Midterms naaaa😱🙏🏿🤯,
0.5972,Midterms can bend it! I’m free! Midterms are almost over ,
0.0,midterms are already next week...... how is this real,
0.4019,i’m trying to be active i’ll be back to my old self after midterms,
0.0,i am emotionally unprepared to get railroaded by midterms this week,
0.6369,ahhh goodnight mutuals i love all of u i need to sleep because my midterms week starts tomorrow,
0.807,"A great thread on prepping for midterms. I can’t emphasize this one enough: an outline is a TOOL, not an endpoint. Don’t let yourself get distracted by “perfecting” your outline (trust me, I learned the hard way on this one! Signed, someone who loves color coding and formatting) The outline is not the end. When you have a complete &amp; comprehensive outline, move on to different ways to visualize &amp; synthesize information. This is where flowcharts and checklists come in. How can you visualize the kind of analysis a question is likely to ask you do? 3/",
0.2617,woow I was expecting like a solid C on both my midterms but I aced both of em #shook,
-0.5719,i hate midterms why are they a thing who invented them I just wanna talk,
0.0,What's happening? Midterms. Midterms are happening.,
0.0,Bro midterms are around the corner where has this yr gone?,
0.0,"first law school midterms 😥 if He brings you to it, He’ll bring you through it",
0.0,me when i find out i have 4 midterms for one class me before i swipe my card anywhere for anything,
0.0,"Just took two midterms and a test, plus the in-class midterm within the pass couple of hours. DRAINED🤦🏾‍♂️",
0.34,finna play this youngboy and get all mu work done since midterms this week🥴,
0.5486,"Haven’t made lower than an 88 on any of my midterms/papers so far, I just I am so happy",
0.4754,I am at my most powerful and productive when I am supposed to be studying for exams.  #college #midterms #procrastination,
0.5574,3 As 3 BS 1 C on my midterms. God thank you 💪🏾,
-0.2732,HOW am I supposed to focus on midterms and getting my degree when @Harry_Styles is out there stirring up schemes in his cheeky lil head and could drop HS2 any minute hmm tell me that,
0.0,Mario Kart dropping a day before I have 2 midterms——-&gt; *•~YiKeS~•*,
-0.2411,Midterms almost here and I’m not even sure what courses I’m currently doing. 🥴,
0.7259,Overheard at Cal Poly: “the best way to not be worried about your midterms is to study for your midterms”,
0.0,These midterms about to a breeze💪🏽,
-0.4588,Idk what but maybe cause it’s midterms but I SPENT AN HOUR+ LOOKING FOR PARKING and I missed my class,
-0.4557,"I can't even download Zayn's photo, I'm having a breakdown about it while reviewing for my midterms this is not okay Zayn but please hurt me more.",
0.0,Midterms Monday. 😰,
-0.5423,"I passed all my midterms , homecoming week I’m showing my ass for sureeeee🥴🗣",
0.7096,Studying for midterms is always easier when our four-legged friends from Health Heelers Therapy Dogs visit campus. 🐶🐴 ,
-0.5106,"2/3 of the classes I’m in are hard😕 Eveyrone said they failed he midterms last semester.. um, what imma do?",
-0.2732,midterms next week and my refund still ain’t drop,
0.2732,how am i supposed to focus on studying for midterms when bastille is in eleven days oh my god,
0.4696,finished all my midterms and assignments due before reading week AND ate dinner well before 8pm???? can you spell thriving,
-0.4199,mentally and physically drained 😅 laban thesis! midterms naman shet dai,
0.4215,leaving till tomorrow night after my 2 midterms plz watch him for me thx,
0.0,Ask us how midterms are going @rachaelpridgeon ,
0.0,5 midterms and I get to come home,
0.0,The fact I have 2 midterms back to back on Tuesday is just ghetto ....,
0.0,"One exam done, 6 more to go. #MidTerms",
0.0,i have a 3.0 gpa rn at midterms but lord knows i need to end with a 3.6 &amp; above ‼️ watch me work tho,
0.5242,"Rabbit lab today! Venipuncture, subcutaneous fluids, restraint, and husbandry. A nice way to end the week before midterms next week!",
0.0,Midterms NEXT fucking week 😭😭,
-0.2224,"Oh hey there arbitrary rules, I’d LOVE to do inktober, but I have midterms and a fanfic to worry about more but the scale is TIPPING MY PATIENCE",
0.3612,"Taking my midterms like “well, we haven’t chose ‘d’ in a while” and “I think I probably got ___ many incorrect, so I probably got a B” ",
0.0,I have two midterms today and ask me how long I studied....,
0.0,I have 3 midterms and a research paper due next week so don’t expect to see me in public until next Friday,
-0.6249,"late to class , sick and feeling bleh hhhhh also I have to marathon midterms and con prep aka I’m going to be a ghost till December",
-0.6901,They really fucked up by launching Mario Kart the week of midterms...,
-0.34,It’s already midterms next week which is crazy,
0.2023,? It’s almost midterms the semester just started. You still have time. pace yourself. you'll do fine.,
0.0,only one of my professors have mentioned midterms .....,
0.0,midterms: 65,
0.0,How are we already at midterms,
0.296,What’s helping me cope through midterms @smashmouth ,
0.0,11 Pieces Of Advice I Have To Offer Freshmen Before Their First College Midterms:,
-0.5719,I hate midterms ,
-0.796,"Just wrote 3 midterms, absolutely failed the last 2. I still don’t feel as bad as when Gretchen Thunberg roasted us for throwing our batteries in the garbage",
0.5038,"MIDTERMS WEEK ! Good luck BULLDOGS Sis, get back F O C U S E D &amp; apply PRESSURE 💅🏾💪🏾",
0.3346,Hi my name is Sarabeth and instead of studying for midterms I am staring at this god forsaken computer screen for 2 hours while nothing moves #LoverFest,
0.0,why did i find out it’s midterms the day before my test why am i this type of student,
0.34,just found out that one of my profs made all our tests/midterms and final exams open book and i’m fucknnnnn excited 🤪🤪🤪🤪🤪🤪🤪,
-0.296,"This week and next week are the main ""midterms weeks"" rn, and of course this is the week that one or my professors assigns a three page essay, needing at least five credible sources, on the origins of the cold war...how about no? 😭",
0.0516,I wish it was April already so I could be in Cancun with my honey. Instead I’m here stressing over midterms 😪,
0.0,One of my midterms is after midterm break.. whatt,
-0.3612,Well I know that all my midterms will be some shit,
-0.6808,maaaannn hell month (midterms) izz coming huhu,
-0.2942,Midterms Coming Up ! About To Disappear From The World For The Next Two Weeks,
0.0,10 days of projects and midterms and then I’ll be in New York. 😍🍎,
0.0,I understand that it’s the middle of the semester but do all my midterms HAVE to be this week ??,
-0.7906,Sad that my whole family is gonna be in Mex while I’m stuck studying for midterms :(,
0.4019,Wish I could survive this IP and midterms afterwards,
0.7556,okay lil update bc I’m studying for midterms but after wednesday I’m gonna be revamping my “real name” handle to talk about socjus and medicine!! I think abt it all the time and making my real name acct centered around it will be a good outlet for me!!,
0.5106,Fun Run always came back when it was Midterms week in high school Sco Pa Tu Manaa? ,
-0.5256,it’s so sad that i gotta prep for midterms on my break,
-0.6588,Ain’t no way this woman gave me a F for midterms ! Oh baby please I’m pissed 🤬🤬,
0.0,midterms na in a while!!!!,
0.0772,Midterms really this week and it feel like we only been in school for two weeks... should i be worried 🤔,
0.6784,"Panthers, with Midterms approaching don’t forget we are here! Our doors are open Monday through Thursday 9am-3:00pm and again 6pm-9pm. Our Friday hours are 9-1. Be our guest and let us help you! We hope to see you soon!",
-0.4466,Midterms are KILLING me. the video is gonna be pretty short this week.,
0.0772,Wow midterms are really going to kick my ass 😤,
0.0,what is late kahit midterms?🤦‍♀,
0.0,"Me: I’m gonna do all my assignments ahead of time:)Also me: has 2 essays, 3 midterms and a presentation in less than 3 days:(",
0.0,yayy my buttons r here!! so sparkly... I'll be sending them out after my midterms orz ,
0.4215,Hoping that if I sit close enough to my backpack while I procrastinate I'll somehow absorb the information I need to study for my 2 midterms tomorrow via osmosis,
0.0,"what up? my name’s david, and I’m about to have a mental breakdown. #midterms",
0.0258,At this point what matters is im done with midterms not what i got on them. ,
0.0,i'm more than halfway done with both of my midterms and it's only tuesday ,
0.0,I might have 3 midterms next week #prayforme,
-0.2382,im ghosting everyone for midterms next week and i wish i could say “oh ill stay off twitter” but i know damn well im gonna be scrolling on my study breaks,
0.6037,"Done with midterms finallyyyFRIGGIN. I GOT AN A AND A B IN TWO AND I JUST GOTTA WAIT FOR THE OTHER TEST TO BE GRADED IM FEELIN PRETTY GOOD, NOW I CAN JUST WORRY BOUT ART TILL FINALS",
0.296,Thank goodness my body decided to get sick after midterms this year,
-0.1027,Tonight I'm gonna sleep in peace knowing that I'm gonna die during midterms 😌😌😌,
0.0772,Midterms in 2-3 days but no motivation to study,
0.0,literally HOW are we already discussing spring ‘20 schedules and midterms 🥴,
0.0,my head says study for my midterms but my heart says play mariokart :/,
0.0,I’m working 38hrs this week and I have midterms for all my classes rn,
-0.3071,still adjusting to the new workload im taking on this year &amp; last week came for my ass but i really aced all my midterms &amp; term papers 😭,
-0.5707,think im going to combat being in increasingly bad headspace lately with being super productive (which is honestly necessary considering i had flu and now midterms) sooo ill be distant till Tuesday eve! later ✌️,
0.0,how I feel about midterms coming up: ,
-0.8126,this is the worst time for me to be getting sick rn 😭😭 i literally have midterms next week,
0.25,I'm in charge of the design for the wix page of a group project and a girl in the group just entered to wix and changed everything without telling anyone 😡😡😡😡😡😡😡😡😡😡I just find out by chance and we have to present this for midterms,
0.0,When I received all my midterms back 😓 ,
-0.4767,Let's get over with the shits at importante yung midterms ko next week.,
0.4215,good husbands help you beat the midterm stress 🤪 #puebloboxing #girlswhobox #boxingfitness #midterms #mastersdegree #appliedbehavioranalysis ,
0.0,i have 3 midterms next week .. luv to see it,
0.7506,hi y’all i goofed around and started another half baked song. this one is untitled and sounds a lil different than what i usually do and I’d love if ya listened ok bye i have to study for midterms ,
0.0,Tara magblack this midterms hahahahahaha,
-0.1301,GIYS MY FRIEND WANTS ME TO GO TO THIS CONCERT WITH HER TONIGJT I HAVE NO CLUE WHO THE ARTIST IS AND IM NOT INTERESTED. I AM EXHAUSTED FROM THIS WEEK OF CLASSES AND MIDTERMS AND NOW THE SINGLE MAY OR MAY NOT BE COMING OUT AT MIDNIGJY DO I CANCEL ON HER??,
0.7096,Midterms today good luck to me 🍀 😭😭,
-0.7506,"Hey guys, due to a myriad of factors, the episode this week will, at best, be delayed. Not one for excuses but here are our excuses:-my dog died yesterday-midterms-busy gettin that $$$We apologize for the inconvenience. ",
0.34,"At this point idec bout my midterms, play with my final grade if u wanna😡😂",
0.1593,"have 3 midterms tomorrow, back to back, is this legal?",
-0.4561,"The reality of “fall break” is that midterms + conference this weekend  + conference deadline tomorrow = more stressed than if it were just a normal week, and I’m currently simultaneously grading, emailing, and editing a conference submission.  🤞it can all get done!",
0.6124,the fact that I've been in school over a month and have a bunch of midterms/papers coming while my friends are JUST starting is straight up disrespectful,
0.0,We started midterms and still i don’t know where are my classes until i see the schedule ...,
0.0,I can’t believe my midterms are right around the corner.,
0.6124,Making my To Do list for this week cause I’m trying to be organized like that and it’s got me like 😱 - Esports work- Midterms- Group Projects- Filmshoot- Streaming/ContentIt’s gonna be a busy one,
-0.3612,Midterms stressing me out. I need a lil break from Columbus 😭,
0.0,Passed all of my midterms 😌,
-0.3412,Nothing better than not studying for midterms bc your sister came to visit &lt;3,
-0.6115,This is the time in the semester where I absolutely hate my life because of midterms and all of the assignments that are due 🤦🏽‍♀️,
0.296,I really wanted to study today for my midterms but then I started playing Mario cart 😔,
0.3182,As midterms approach please keep this in mind😂 ,
-0.5423,school and work are kicking my ass and it’s not even midterms yet 🥴,
-0.128,Me and niamh going on holidays tomorrow in the middle of our midterms is so on brand it hurts,
0.0,US targets Russia in first step against meddling in midterms ,
0.8934,good morning ✨ first day of midterms are today woo wish me luck- I didn’t study at all AHAHHA 😔✊🏻,
-0.5859,"Max said to let go of that bullshit in my life, so I’m letting these midterms go 🙌🏽",
0.9345,Hello internet I am giving this till midterms.  My snuggle bug is happy today.  He is definfinatly my dog.  Hello from the snuggle zone.  My dog is so cute and tonight I plan on having a bed again.  I love my couch and think something is very right in my life this time ,
0.0,Only taking a handful of appointments for the rest of the month then closing off my calendar to focus on school/midterms. 🤓,
0.0,"3 midterms next week. Sun,Mon,Tues.",
-0.5095,Most heartbreaking thing you’ll ever hear during midterms “From the beginning util..” Sakita sa heart ug ears.,
-0.4854,Myself took a dump midterms but only because tears high-fived all over I'm,
0.8271,y’all I got these midterms next week ☹️I just hope I do good. Also I’m posting another update on Wattpad I hope you guys check it out. 💕 #writerscommunity #writer #writingcommmunity #Wattpad #exams #writerslife,
0.0,Taena drmm midterms to finals,
0.8316,Retweet good ol' happy student Alden (circa 2009) pra happy bsag mahagbong sa midterms... Ignore to pass pro way lablyp.,
0.0,Midterms this week so ,
0.0,Plenty of seats available here in the ALEKS lab! More time to study for your other classes' midterms later in the week if you get your lab hours in on Tuesday!😁,
-0.5106,"Mike’s in Boston, Jack has midterms, so Episode 2 will have to wait until next week. Sorry for the heartbreaking news...",
0.6322,can midterms calm down like why do i have 4 in the span of 48 hours??,
0.0,Just to wrap up these first midterms 🥰😩 ,
-0.6705,Midterms gonna make me suicide.,
0.3612,Boi I’m so over midterms and this semester already I feel like d wording  ,
0.0,Whew time is flying midterms finna be otw so fast 🥴,
0.0772,I just want to pass my midterms 🙂,
0.8715,It's time to apply for the Course Hero Fall Midterms Scholarship! Create or log into your Course Hero account to enter by October 15!,
0.8225,so midterms are tomorrow wish me luck... and i’ll probably have jennie on the back of my phone so she can bring me good luck 😭,
0.2714,It’s important to get quality sleep coming up on midterms! #techwell,
0.2732,"I thought this week was never gonna end...midterms coming up are hitting me hard, thank gosh it’s the weekend 😁",
0.7096,Glad we had a good day yesterday before a couple of midterms today 👍🖤🧡 ,
0.7717,"LRT after midterms im gonna marathon LOTR and Hobbit because no matter what fandom i go, that is still my home fandom and bagginshield is still the supreme ship, the best ship in the universe and multiverse",
-0.7003,"I have survived my calc and french midterms but I also just wanna cry, no particular reason",
0.0,It's rent payment season again. And midterms season is coming. I need money. I need a job. Somebody give me a job or just give me money.,
0.8053,"Tom Holland is back in the MCU, my midterms are over, hobi finally realeased CNS, &amp; hopefully seeing bts again in December ?? I love today",
0.7832,I have never been so mentally exhausted in my life but I have three midterms all on Thursday so!!!!! ITS FINE IM FINE,
0.2382,music k said that the welcoming kits would be delivered in the second week of october but thats when i have midterms 🤨,
0.0,I still don’t understand why they put midterms during homecoming week,
0.1779,reading break yall :p but all my midterms were before so we relaxing😙,
0.3612,Im just ready to take the midterms atp so it can be over,
0.3612,3 out of 6 midterms made and ready to go for next week. The countdown is on for LA... #3Days,
-0.9057,i’m such a baby i hate missing my family so much and my friends back home and just ugh i’m so homesick i wanna leave uni but i cant cos i have midterms and i need to study and do good on them and it’s just ughhhh i feel so stupid over crying about this,
0.0,Midterms are coming,
0.0,Me: *needs to study for midterms*Also me: *memorizes to that dance break from Feel Special*,
0.3182,Midterms this week. Pray for us college students.,
0.0,"midterms coming up already, time is flying",
0.0,"Yet, here I go again. Going to school 30 minutes before 8am kahit na midterms week.",
